utterance,target
what is the highest housing recorded in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'housing' )"
what is the lowest housing recorded in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'housing' )"
is there a correlation beteeen housing and age in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'housing' , var2 = 'age' )"
is there a linear relationship between housing and age in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'housing' , var2 = 'age' )"
what is your prediction of age when the housing is 1 in bank_marketing data.,"lr_pred ( model = linreg, newdata = { 'housing' : 1 } ) )"
What is the average housing in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'housing' )"
What's the average housing today in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'housing' )"
Could you check the average housing today in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'housing' )"
What is the highest housing value in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'housing' )"
What's the highest housing today in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'housing' )"
How high does the housing go in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'housing' )"
What is the lowest housing value in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'housing' )"
What is the lowest housing today in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'housing' )"
What is the coldest housing today in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'housing' )"
What is the correlation between housing and age in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'housing' , var2 = 'age' )"
what is the relationship between housing and age in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'housing' , var2 = 'age' )"
Do you see any correlation between housing and age in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'housing' , var2 = 'age' )"
What is the linear relationship of housing and age in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'housing' , var2 = 'age' )"
Do you notice any linear relationship between housing and age in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'housing' , var2 = 'age' )"
Look for a linear relationship between housing and age in the bank_marketing dataset.,"lr ( data = bank_marketing , var1 = 'housing' , var2 = 'age' )"
What is your prediction of age when housing is 9 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'housing' : 9 } ) )"
Predict the age when housing is 3 in the bank_marketing data.,"lr_pred ( model = linreg, newdata = { 'housing' : 3 } ) )"
What do you think the age should be when the housing is 8 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'housing' : 8 } ) )"
Can you take the average of all loan in the bank_marketing data base ,"mean ( data = bank_marketing , var1 = 'loan' )"
Please find the coldest loan in the bank_marketing data base ,"min ( data = bank_marketing , var1 = 'loan' )"
Find the hottest loan in the bank_marketing database ,"max ( data = bank_marketing , var1 = 'loan' )"
What is the correlation between loan and cons.conf.idx in the database in the bank_marketing dataset.,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Find a linear regression between cons.conf.idx and loan in bank_marketing data.,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Based on the regression can you find the predicted value using linreg when loan is 9 degrees in bank_marketing data,"lr_pred ( model = linreg, newdata = { 'loan' : 9 } ) )"
What's the average of loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
What's mean of the loan in the bank_marketing data set,"mean ( data = bank_marketing , var1 = 'loan' )"
What's the average loan in in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
What's the lowest loan in bank_marketing,"max ( data = bank_marketing , var1 = 'loan' )"
What's the minimum loan of all loan in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
What's the coldest loan in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
What's the highest loan in bank_marketing in the bank_marketing data,"min ( data = bank_marketing , var1 = 'loan' )"
What's the max loan of all loan in the bank_marketing,"max ( data = bank_marketing , var1 = 'loan' )"
What's the hottest loan in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
What's the correlation between loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Is there a correlation between loan and cons.conf.idx in the bank_marketing ?,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Could you find the correlation between loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What's the relationship between loan and cons.conf.idx in the bank_marketing data? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Can you make a relationship between loan and cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What's the linear regression of loan on cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Can you predict from the model what cons.conf.idx is associated with loan = 9 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 9 } ) )"
What's the predicted cons.conf.idx when loan is 0 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 0 } ) )"
What's the predicted value of cons.conf.idx when loan is 6 degrees in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 6 } ) )"
What is the mean loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
Give me the mean of loan in the bank_marketing,"mean ( data = bank_marketing , var1 = 'loan' )"
Tell me what the mean of the loan is in the bank_marketing data,"mean ( data = bank_marketing , var1 = 'loan' )"
What is the minimum of loan in the bank_marketing ,"min ( data = bank_marketing , var1 = 'loan' )"
What is the minimum loan entry in the bank_marketing dataset?,"min ( data = bank_marketing , var1 = 'loan' )"
Tell me what the minimum loan is in the bank_marketing dataset.  ,"min ( data = bank_marketing , var1 = 'loan' )"
What is the maximum of loan in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
What is the maximum loan entry in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
Give me the maximum of loan in the bank_marketing dataset.,"max ( data = bank_marketing , var1 = 'loan' )"
What is the correlation between loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
How correlated is loan from cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Give me the correlation between loan and cons.conf.idx in the bank_marketing dataset. ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What is the linear model of loan predicting cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What is the regression model of loan predicting cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What is the regression equation of loan predicting cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Given that loan is 1 predict what the value of cons.conf.idx would be in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'loan' : 1 } ) )"
What is the cons.conf.idx when the loan is 5 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 5 } ) )"
"When the loan is 0 , what is the value of cons.conf.idx in the bank_marketing dataset? ","lr_pred ( model = linreg, newdata = { 'loan' : 0 } ) )"
What is the average loan of the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
Can you tell me what the average loan of the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
Find the total mean loan in the bank_marketing dataset.,"mean ( data = bank_marketing , var1 = 'loan' )"
What is the lowest loan of the bank_marketing dataset,"min ( data = bank_marketing , var1 = 'loan' )"
Can you tell me what the loan was on the coldest day in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
How cold did loan get based on the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
What is the highest loan of the bank_marketing dataset,"max ( data = bank_marketing , var1 = 'loan' )"
Can you tell me what the loan was on the hottest day in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
How hot did loan get based on the bank_marketing dataset?,"max ( data = bank_marketing , var1 = 'loan' )"
What is the correlation between loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Describe the relationship of loan and cons.conf.idx based on their correlation in the bank_marketing dataset.,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Tell me the numeric correlation value of loan and cons.conf.idx in the bank_marketing dataset.,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Create a linear model of loan through cons.conf.idx in the bank_marketing data frame in the bank_marketing dataset.,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Describe the relationship of loan and cons.conf.idx in the bank_marketing data frame by creating a linear model in the bank_marketing dataset.,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Can you tell me difference in relationship of cons.conf.idx and loan in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Predict the the linear model when the loan is at 9 degrees in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'loan' : 9 } ) )"
Find the loan linear model at 0 degrees in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'loan' : 0 } ) )"
Describe the linear model at loan = 6 degrees by using prediction in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'loan' : 6 } ) )"
What is the mean of the loan in the data bank_marketing ? ,"mean ( data = bank_marketing , var1 = 'loan' )"
Can you give me the average loan of the data bank_marketing ? ,"mean ( data = bank_marketing , var1 = 'loan' )"
Give the mean loan of the data bank_marketing .,"mean ( data = bank_marketing , var1 = 'loan' )"
What is the minimum of the loan in the data bank_marketing ? ,"min ( data = bank_marketing , var1 = 'loan' )"
Can you give me the lowest loan of the data bank_marketing ? ,"min( data = bank_marketing , var1 = 'loan' )"
Give the minimum loan of the data bank_marketing .,"min ( data = bank_marketing , var1 = 'loan' )"
What is the maximum of the loan in the data bank_marketing ? ,"max ( data = bank_marketing , var1 = 'loan' )"
Can you give me the highest recorded loan of the data bank_marketing ? ,"max ( data = bank_marketing , var1 = 'loan' )"
Give the maximum recorded loan of the data bank_marketing .,"max ( data = bank_marketing , var1 = 'loan' )"
Calculate the correlation value between the variables loan and in the bank_marketing dataset.,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What is the correlation between the variables loan and in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Can you give the correlation value between the variables loan and in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Fit a linear model between cons.conf.idx and loan in the bank_marketing dataset. ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Create a regression model of loan on cons.conf.idx in the bank_marketing dataset.,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Can you create a linear model of loan on cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Can you calculate the predicted values of cons.conf.idx for the model described in the previous question given loan = 3 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 3 } ) )"
Please give the predicted values of the loan for the model described in the previous question in the bank_marketing dataset.,"lr_pred ( model = linreg, newdata = { 'loan' : 3 } ) )"
What's the average loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
What's the mean loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
What's the loan on any average day in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
What is the maximum loan in the bank_marketing ,"max ( data = bank_marketing , var1 = 'loan' )"
What's the hottest loan in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
Give me the highest loan degree in the bank_marketing dataset. ,"max ( data = bank_marketing , var1 = 'loan' )"
What is the lowest loan in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
What's the coldest loan in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
Give me the lowest loan degree in the bank_marketing dataset. ,"min ( data = bank_marketing , var1 = 'loan' )"
What's the relationship b/w loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
How does loan influence cons.conf.idx in bank_marketing,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Does loan have an affect on cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What's the relationship between the loan and cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
How does loan influence cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Does loan have an affect on cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What is the cons.conf.idx when loan is 5 in bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 5 } ) )"
loan is 7 and cons.conf.idx is what in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 7 } ) )"
Give me the expected cons.conf.idx when loan is 0 in the bank_marketing dataset. ,"lr_pred ( model = linreg, newdata = { 'loan' : 0 } ) )"
What is the average loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
Find the average loan in the bank_marketing dataset. ,"mean ( data = bank_marketing , var1 = 'loan' )"
Tell me the average loan in the bank_marketing dataset. ,"mean ( data = bank_marketing , var1 = 'loan' )"
What is the highest loan value in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
Find the highest loan value in the bank_marketing dataset. ,"max ( data = bank_marketing , var1 = 'loan' )"
Tell me the highest loan value in the bank_marketing dataset. ,"max ( data = bank_marketing , var1 = 'loan' )"
What is the lowest loan value in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
Find the lowest loan value in the bank_marketing dataset. ,"min ( data = bank_marketing , var1 = 'loan' )"
Tell me the lowest loan value in the bank_marketing dataset. ,"min ( data = bank_marketing , var1 = 'loan' )"
What is the correlation between loan and in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Find the correlation between loan and cons.conf.idx in the bank_marketing dataset. ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Tell me the correlation between loan and cons.conf.idx in the bank_marketing dataset. ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
How does cons.conf.idx respond to a change in loan in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
How strong is the linear relationship between cons.conf.idx and loan in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Can a change in loan predict a change in cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Predict the cons.conf.idx level when the loan is 1 in the bank_marketing dataset. ,"lr_pred ( model = linreg, newdata = { 'loan' : 1 } ) )"
What is the cons.conf.idx when the loan is 9 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 9 } ) )"
What would the cons.conf.idx be given a loan of 2 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 2 } ) )"
What's the average loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
Of the listed loan what is the mean in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
What is the mean loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
Give the average loan in the bank_marketing dataset.,"mean ( data = bank_marketing , var1 = 'loan' )"
Tell me the average loan in the bank_marketing dataset.,"mean ( data = bank_marketing , var1 = 'loan' )"
"Of the listed loan values, which is the highest in the bank_marketing dataset? ","max ( data = bank_marketing , var1 = 'loan' )"
What is the highest loan listed in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
Which listed loan is the greatest in the bank_marketing data? ,"max ( data = bank_marketing , var1 = 'loan' )"
Give me the highest loan value in the bank_marketing dataset.,"max ( data = bank_marketing , var1 = 'loan' )"
What is the highest loan value in the bank_marketing ? ,"max ( data = bank_marketing , var1 = 'loan' )"
What's the highest loan value in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
"Of the listed loan values, which is the lowest in the bank_marketing dataset? ","min ( data = bank_marketing , var1 = 'loan' )"
What is the lowest loan listed in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
Which listed loan is the least in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
Give me the lowest loan value in the bank_marketing dataset.,"min ( data = bank_marketing , var1 = 'loan' )"
What is the lowest loan value in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
What's the lowest loan value in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
What is the actual loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Give me the actual loan and cons.conf.idx in the bank_marketing dataset.,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
"Tell me what cons.conf.idx is outside, and what's the actual loan in the bank_marketing dataset? ","corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
"What cons.conf.idx does it feel like outside, and tell me the actual loan in the bank_marketing dataset.","corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Is the cons.conf.idx higher than the actual loan (and vice-versa) in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
By how much is the cons.conf.idx higher than the actual loan (and vice-versa) in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What's the relationship between loan and cons.conf.idx in bank_marketing ?,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
How correlated are loan and cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
How are loan and cons.conf.idx correlated in the bank_marketing ? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
To what extent are loan and cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What's the cons.conf.idx at loan = 1 degrees in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 1 } ) )"
"At loan = 3 degrees, what's the predicted cons.conf.idx in the bank_marketing dataset? ","lr_pred ( model = linreg, newdata = { 'loan' : 3 } ) )"
What is the cons.conf.idx at the current loan in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 3 } ) )"
What is the cons.conf.idx at the predicted loan at 0 pm in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 0 } ) )"
"At loan is 1 degrees, what will the cons.conf.idx be in the bank_marketing dataset? ","lr_pred ( model = linreg, newdata = { 'loan' : 1 } ) )"
what is the average loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
what's the mean loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
how is the loan usually in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
what is the typical loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
how hot does loan get in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
how hot has loan ever gotten in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
what is the highest loan recorded in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
how cold does loan get in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
what's the coldest loan has ever been in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
what is the lowest loan recorded in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
does the cons.conf.idx like what was forecasted as a loan in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
to what extent does the cons.conf.idx forecasted match the actual loan in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
is the loan accurate to how it feels cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
what is the relationship between loan and cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
how does loan affect cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
is loan correlated with cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
"when loan is 5 degrees , what will the cons.conf.idx be in the bank_marketing dataset?  ","lr_pred ( model = linreg, newdata = { 'loan' : 5 } ) )"
what will the cons.conf.idx be when loan is 2 degrees in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 2 } ) )"
can I have the forecasted cons.conf.idx level for when it's loan is 7 degrees in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 7 } ) )"
what is the average loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
what is the highest loan recorded in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
what is the lowest loan recorded in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
is there a correlation beteeen loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
is there a linear relationship between loan and cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
what is your prediction of cons.conf.idx when the loan is 0 in bank_marketing data.,"lr_pred ( model = linreg, newdata = { 'loan' : 0 } ) )"
What is the average loan in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
What's the average loan today in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
Could you check the average loan today in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'loan' )"
What is the highest loan value in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
What's the highest loan today in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
How high does the loan go in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'loan' )"
What is the lowest loan value in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
What is the lowest loan today in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
What is the coldest loan today in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'loan' )"
What is the correlation between loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
what is the relationship between loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Do you see any correlation between loan and cons.conf.idx in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What is the linear relationship of loan and cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Do you notice any linear relationship between loan and cons.conf.idx in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
Look for a linear relationship between loan and cons.conf.idx in the bank_marketing dataset.,"lr ( data = bank_marketing , var1 = 'loan' , var2 = 'cons.conf.idx' )"
What is your prediction of cons.conf.idx when loan is 3 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 3 } ) )"
Predict the cons.conf.idx when loan is 9 in the bank_marketing data.,"lr_pred ( model = linreg, newdata = { 'loan' : 9 } ) )"
What do you think the cons.conf.idx should be when the loan is 0 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'loan' : 0 } ) )"
Can you take the average of all contact in the bank_marketing data base ,"mean ( data = bank_marketing , var1 = 'contact' )"
Please find the coldest contact in the bank_marketing data base ,"min ( data = bank_marketing , var1 = 'contact' )"
Find the hottest contact in the bank_marketing database ,"max ( data = bank_marketing , var1 = 'contact' )"
What is the correlation between contact and emp.var.rate in the database in the bank_marketing dataset.,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Find a linear regression between emp.var.rate and contact in bank_marketing data.,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Based on the regression can you find the predicted value using linreg when contact is 9 degrees in bank_marketing data,"lr_pred ( model = linreg, newdata = { 'contact' : 9 } ) )"
What's the average of contact in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
What's mean of the contact in the bank_marketing data set,"mean ( data = bank_marketing , var1 = 'contact' )"
What's the average contact in in the bank_marketing dataset? ,"mean ( data = bank_marketing , var1 = 'contact' )"
What's the lowest contact in bank_marketing,"max ( data = bank_marketing , var1 = 'contact' )"
What's the minimum contact of all contact in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'contact' )"
What's the coldest contact in the bank_marketing dataset? ,"min ( data = bank_marketing , var1 = 'contact' )"
What's the highest contact in bank_marketing in the bank_marketing data,"min ( data = bank_marketing , var1 = 'contact' )"
What's the max contact of all contact in the bank_marketing,"max ( data = bank_marketing , var1 = 'contact' )"
What's the hottest contact in the bank_marketing dataset? ,"max ( data = bank_marketing , var1 = 'contact' )"
What's the correlation between contact and emp.var.rate in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Is there a correlation between contact and emp.var.rate in the bank_marketing ?,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Could you find the correlation between contact and emp.var.rate in the bank_marketing dataset? ,"corr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
What's the relationship between contact and emp.var.rate in the bank_marketing data? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Can you make a relationship between contact and emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
What's the linear regression of contact on emp.var.rate in the bank_marketing dataset? ,"lr ( data = bank_marketing , var1 = 'contact' , var2 = 'emp.var.rate' )"
Can you predict from the model what emp.var.rate is associated with contact = 5 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'contact' : 5 } ) )"
What's the predicted emp.var.rate when contact is 3 in the bank_marketing dataset? ,"lr_pred ( model = linreg, newdata = { 'contact' : 3 } ) )"
