"utterance","targets"
Number of entries where job larger than or equal to -4.438416340282743 df,"greater_eq ( data = bank_marketing , var1 = job , val = -4.438416340282743 )"
How many data where job equal to -12.63401302435318 ,"equal ( data = bank_marketing , var1 = job , val = -12.63401302435318 )"
How many rows  job less than 9.35951918966407 dataset,"less ( data = bank_marketing , var1 = job , val = 9.35951918966407 )"
How many data with job less than 43.75719177441263 data,"less ( data = bank_marketing , var1 = job , val = 43.75719177441263 )"
scatter plot of job and duration in bank_marketing,"scatterplot ( data = bank_marketing, var1 = job , var2 = duration )"
cor of job and poutcome in bank_marketing df,"corr ( data = bank_marketing, var1 = job , var2 = poutcome )"
correlation between job with education in bank_marketing df,"corr ( data = bank_marketing, var1 = job , var2 = education )"
scatter plot of job with previous in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = job , var2 = previous )"
cor between job and contact in bank_marketing data,"corr ( data = bank_marketing, var1 = job , var2 = contact )"
scatter plot between job and duration in bank_marketing df,"scatterplot ( data = bank_marketing, var1 = job , var2 = duration )"
corr of job and nr.employed in bank_marketing data,"corr ( data = bank_marketing, var1 = job , var2 = nr.employed )"
scatter plot of job and pdays in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = job , var2 = pdays )"
store bank_marketing   and store in variable {data}_data,load ( data = bank_marketing )
load bank_marketing   in {data}df,load ( data = bank_marketing )
store bank_marketing df  in a,load ( data = bank_marketing )
load bank_marketing data  in {data}df,load ( data = bank_marketing )
highest of the marital in bank_marketing data,"maximum ( data = bank_marketing , var1 = marital )"
var of marital in bank_marketing,"variance ( data = bank_marketing , var1 = marital )"
max of marital in bank_marketing df,"maximum ( data = bank_marketing , var1 = marital )"
amount of marital in bank_marketing dataset,"summation ( data = bank_marketing , var1 = marital )"
quantile of the marital in bank_marketing df,"quantile ( data = bank_marketing , var1 = marital )"
sum of marital in bank_marketing df,"summation ( data = bank_marketing , var1 = marital )"
maximum of marital in bank_marketing,"maximum ( data = bank_marketing , var1 = marital )"
max of marital in bank_marketing dataset,"maximum ( data = bank_marketing , var1 = marital )"
variance of marital in bank_marketing df,"variance ( data = bank_marketing , var1 = marital )"
sparsity of marital in bank_marketing,"std ( data = bank_marketing , var1 = marital )"
min of the marital in bank_marketing dataset,"minimum ( data = bank_marketing , var1 = marital )"
hist of marital in bank_marketing df,"histogram ( data = bank_marketing , var1 = marital )"
range of the marital in bank_marketing df,"ranges ( data = bank_marketing , var1 = marital )"
std of the marital in bank_marketing,"std ( data = bank_marketing , var1 = marital )"
maximum of the marital in bank_marketing df,"maximum ( data = bank_marketing , var1 = marital )"
spans of marital in bank_marketing,"ranges ( data = bank_marketing , var1 = marital )"
min of marital in bank_marketing dataset,"minimum ( data = bank_marketing , var1 = marital )"
amount of marital in bank_marketing dataset,"summation ( data = bank_marketing , var1 = marital )"
sum of marital in bank_marketing,"summation ( data = bank_marketing , var1 = marital )"
quantile of the marital in bank_marketing,"quantile ( data = bank_marketing , var1 = marital )"
min of the bank_marketing,minimum ( data = bank_marketing )
Number of data  marital higher than -87.2869940852919 data,"greater ( data = bank_marketing , var1 = marital , val = -87.2869940852919 )"
Number of data with marital higher than or equal to 91.99928990712979 ,"greater_eq ( data = bank_marketing , var1 = marital , val = 91.99928990712979 )"
How many data where marital greater than or equal to -6.88292129714992 ,"greater_eq ( data = bank_marketing , var1 = marital , val = -6.88292129714992 )"
How many rows with marital smaller than 59.09714492721258 data,"less ( data = bank_marketing , var1 = marital , val = 59.09714492721258 )"
Number of rows  marital bigger than or same as 47.78365706532935 dataset,"greater_eq ( data = bank_marketing , var1 = marital , val = 47.78365706532935 )"
Number of rows where marital less than or same as 79.311845678272 df,"less_eq ( data = bank_marketing , var1 = marital , val = 79.311845678272 )"
How many rows where marital > 96.81436805734472 data,"greater ( data = bank_marketing , var1 = marital , val = 96.81436805734472 )"
Number of entries  marital larger than or same as -18.118837105425854 df,"greater_eq ( data = bank_marketing , var1 = marital , val = -18.118837105425854 )"
How many entries where marital > 7.959260307452354 data,"greater ( data = bank_marketing , var1 = marital , val = 7.959260307452354 )"
Number of rows  marital less than or equal to 66.35546914916247 df,"less_eq ( data = bank_marketing , var1 = marital , val = 66.35546914916247 )"
How many info where marital == -47.08804699661879 dataset,"equal ( data = bank_marketing , var1 = marital , val = -47.08804699661879 )"
How many data where marital bigger than or same as 57.64938397166193 ,"greater_eq ( data = bank_marketing , var1 = marital , val = 57.64938397166193 )"
Number of info where marital less than or same as 99.73444314870088 data,"less_eq ( data = bank_marketing , var1 = marital , val = 99.73444314870088 )"
How many rows  marital <= -98.7799386283457 dataset,"less_eq ( data = bank_marketing , var1 = marital , val = -98.7799386283457 )"
How many rows where marital greater than 60.034570973428856 ,"greater ( data = bank_marketing , var1 = marital , val = 60.034570973428856 )"
How many entries  marital larger than or same as 40.323982934675115 ,"greater_eq ( data = bank_marketing , var1 = marital , val = 40.323982934675115 )"
scatterplot of marital with housing in bank_marketing dataset,"scatterplot ( data = bank_marketing, var1 = marital , var2 = housing )"
corr of marital with default in bank_marketing df,"corr ( data = bank_marketing, var1 = marital , var2 = default )"
scatter plot of marital and default in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = marital , var2 = default )"
scatter plot of marital and nr.employed in bank_marketing df,"scatterplot ( data = bank_marketing, var1 = marital , var2 = nr.employed )"
cor between marital and day_of_week in bank_marketing,"corr ( data = bank_marketing, var1 = marital , var2 = day_of_week )"
scatterplot between marital with default in bank_marketing,"scatterplot ( data = bank_marketing, var1 = marital , var2 = default )"
cor between marital and duration in bank_marketing dataset,"corr ( data = bank_marketing, var1 = marital , var2 = duration )"
cor of marital and contact in bank_marketing data,"corr ( data = bank_marketing, var1 = marital , var2 = contact )"
load bank_marketing   and store in ,load ( data = bank_marketing )
store bank_marketing   in d,load ( data = bank_marketing )
store bank_marketing data  in ,load ( data = bank_marketing )
store bank_marketing df  in df,load ( data = bank_marketing )
cor of the education in bank_marketing,"corr ( data = bank_marketing , var1 = education )"
correlation of the education in bank_marketing,"corr ( data = bank_marketing , var1 = education )"
quantile of education in bank_marketing dataset,"quantile ( data = bank_marketing , var1 = education )"
smallest of the education in bank_marketing,"minimum ( data = bank_marketing , var1 = education )"
deviation of the education in bank_marketing df,"std ( data = bank_marketing , var1 = education )"
spans of education in bank_marketing,"ranges ( data = bank_marketing , var1 = education )"
aggregate of the education in bank_marketing data,"summation ( data = bank_marketing , var1 = education )"
ranges of the education in bank_marketing,"ranges ( data = bank_marketing , var1 = education )"
maximum of the education in bank_marketing df,"maximum ( data = bank_marketing , var1 = education )"
distribution of the education in bank_marketing data,"histogram ( data = bank_marketing , var1 = education )"
cor of education in bank_marketing data,"corr ( data = bank_marketing , var1 = education )"
sd of the education in bank_marketing data,"std ( data = bank_marketing , var1 = education )"
distribution of education in bank_marketing df,"histogram ( data = bank_marketing , var1 = education )"
sd of the education in bank_marketing dataset,"std ( data = bank_marketing , var1 = education )"
boxplot of education in bank_marketing data,"boxplot ( data = bank_marketing , var1 = education )"
range of education in bank_marketing df,"ranges ( data = bank_marketing , var1 = education )"
boxplot of the education in bank_marketing,"boxplot ( data = bank_marketing , var1 = education )"
variance of education in bank_marketing dataset,"variance ( data = bank_marketing , var1 = education )"
largest of education in bank_marketing data,"maximum ( data = bank_marketing , var1 = education )"
average of education in bank_marketing dataset,"mean ( data = bank_marketing , var1 = education )"
std of the bank_marketing,std ( data = bank_marketing )
Number of info where education <= -43.49154945460087 data,"less_eq ( data = bank_marketing , var1 = education , val = -43.49154945460087 )"
How many data with education higher than or equal to -93.49885223120413 dataset,"greater_eq ( data = bank_marketing , var1 = education , val = -93.49885223120413 )"
How many info where education lower than or equal to -45.630502575496614 data,"less_eq ( data = bank_marketing , var1 = education , val = -45.630502575496614 )"
Number of entries  education less than -2.2476988388813197 df,"less ( data = bank_marketing , var1 = education , val = -2.2476988388813197 )"
Number of rows  education lower than or same as 69.26045845362302 ,"less_eq ( data = bank_marketing , var1 = education , val = 69.26045845362302 )"
How many rows where education higher than or same as 47.95798986615313 df,"greater_eq ( data = bank_marketing , var1 = education , val = 47.95798986615313 )"
Number of info  education > 9.090317931313436 data,"greater ( data = bank_marketing , var1 = education , val = 9.090317931313436 )"
Number of info with education less than or same as 57.22586405629713 dataset,"less_eq ( data = bank_marketing , var1 = education , val = 57.22586405629713 )"
Number of entries with education lower than 21.259827497756817 ,"less ( data = bank_marketing , var1 = education , val = 21.259827497756817 )"
How many rows where education <= -65.58249872345064 df,"less_eq ( data = bank_marketing , var1 = education , val = -65.58249872345064 )"
How many entries  education less than 16.72806826810327 data,"less ( data = bank_marketing , var1 = education , val = 16.72806826810327 )"
Number of entries with education less than or same as -24.459345393202298 dataset,"less_eq ( data = bank_marketing , var1 = education , val = -24.459345393202298 )"
How many info  education  <  33.48327503020866 data,"less ( data = bank_marketing , var1 = education , val = 33.48327503020866 )"
How many info  education larger than 88.06122226403738 dataset,"greater ( data = bank_marketing , var1 = education , val = 88.06122226403738 )"
Number of info  education > 92.13305268108684 ,"greater ( data = bank_marketing , var1 = education , val = 92.13305268108684 )"
Number of rows with education greater than or same as -51.27401278834209 df,"greater_eq ( data = bank_marketing , var1 = education , val = -51.27401278834209 )"
cor between education and age in bank_marketing data,"corr ( data = bank_marketing, var1 = education , var2 = age )"
corr of education with nr.employed in bank_marketing dataset,"corr ( data = bank_marketing, var1 = education , var2 = nr.employed )"
cor between education with housing in bank_marketing df,"corr ( data = bank_marketing, var1 = education , var2 = housing )"
scatterplot of education and poutcome in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = education , var2 = poutcome )"
scatter plot between education and cons.price.idx in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = education , var2 = cons.price.idx )"
corr of education and marital in bank_marketing dataset,"corr ( data = bank_marketing, var1 = education , var2 = marital )"
cor between education and nr.employed in bank_marketing data,"corr ( data = bank_marketing, var1 = education , var2 = nr.employed )"
scatter plot of education with default in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = education , var2 = default )"
store bank_marketing df  and store in data,load ( data = bank_marketing )
load bank_marketing dataset ,load ( data = bank_marketing )
load bank_marketing data  in {data}df,load ( data = bank_marketing )
store bank_marketing  ,load ( data = bank_marketing )
maximum of default in bank_marketing,"maximum ( data = bank_marketing , var1 = default )"
sd of default in bank_marketing df,"std ( data = bank_marketing , var1 = default )"
histogram of default in bank_marketing,"histogram ( data = bank_marketing , var1 = default )"
distribution of default in bank_marketing df,"histogram ( data = bank_marketing , var1 = default )"
largest of the default in bank_marketing,"maximum ( data = bank_marketing , var1 = default )"
sum of the default in bank_marketing df,"summation ( data = bank_marketing , var1 = default )"
average of the default in bank_marketing,"mean ( data = bank_marketing , var1 = default )"
sum of the default in bank_marketing data,"summation ( data = bank_marketing , var1 = default )"
standard deviation of the default in bank_marketing,"std ( data = bank_marketing , var1 = default )"
max of default in bank_marketing dataset,"maximum ( data = bank_marketing , var1 = default )"
var of default in bank_marketing dataset,"variance ( data = bank_marketing , var1 = default )"
var of the default in bank_marketing,"variance ( data = bank_marketing , var1 = default )"
highest of the default in bank_marketing dataset,"maximum ( data = bank_marketing , var1 = default )"
sd of default in bank_marketing dataset,"std ( data = bank_marketing , var1 = default )"
histogram of default in bank_marketing,"histogram ( data = bank_marketing , var1 = default )"
span of the default in bank_marketing data,"ranges ( data = bank_marketing , var1 = default )"
standard deviation of the default in bank_marketing data,"std ( data = bank_marketing , var1 = default )"
corr of default in bank_marketing df,"corr ( data = bank_marketing , var1 = default )"
correlation of default in bank_marketing data,"corr ( data = bank_marketing , var1 = default )"
variance of default in bank_marketing,"variance ( data = bank_marketing , var1 = default )"
ranges of bank_marketing,ranges ( data = bank_marketing )
Number of rows where default  >=  2.8646161165804926 dataset,"greater_eq ( data = bank_marketing , var1 = default , val = 2.8646161165804926 )"
Number of data  default lower than -49.88162118662871 ,"less ( data = bank_marketing , var1 = default , val = -49.88162118662871 )"
How many rows with default <= 47.1617755330947 data,"less_eq ( data = bank_marketing , var1 = default , val = 47.1617755330947 )"
How many data where default higher than or equal to 92.15666149244177 df,"greater_eq ( data = bank_marketing , var1 = default , val = 92.15666149244177 )"
Number of info where default smaller than 69.9619105314379 dataset,"less ( data = bank_marketing , var1 = default , val = 69.9619105314379 )"
Number of rows with default  <  18.209126812907 data,"less ( data = bank_marketing , var1 = default , val = 18.209126812907 )"
Number of rows with default == -5.067125692818777 ,"equal ( data = bank_marketing , var1 = default , val = -5.067125692818777 )"
Number of entries with default higher than or same as 59.66770122131234 dataset,"greater_eq ( data = bank_marketing , var1 = default , val = 59.66770122131234 )"
How many rows with default  >  63.796094707940995 data,"greater ( data = bank_marketing , var1 = default , val = 63.796094707940995 )"
Number of rows where default is 68.08068920235598 data,"equal ( data = bank_marketing , var1 = default , val = 68.08068920235598 )"
How many rows where default higher than or equal to 52.65903251367604 dataset,"greater_eq ( data = bank_marketing , var1 = default , val = 52.65903251367604 )"
How many data  default lower than or equal to 35.325403552669684 data,"less_eq ( data = bank_marketing , var1 = default , val = 35.325403552669684 )"
How many data with default greater than -63.66488132156074 data,"greater ( data = bank_marketing , var1 = default , val = -63.66488132156074 )"
Number of rows  default lower than or equal to 87.57397637186864 df,"less_eq ( data = bank_marketing , var1 = default , val = 87.57397637186864 )"
How many info where default larger than or equal to -85.94991077501719 ,"greater_eq ( data = bank_marketing , var1 = default , val = -85.94991077501719 )"
How many info with default bigger than or equal to -17.014974230949903 ,"greater_eq ( data = bank_marketing , var1 = default , val = -17.014974230949903 )"
corr of default with cons.conf.idx in bank_marketing df,"corr ( data = bank_marketing, var1 = default , var2 = cons.conf.idx )"
cor between default and euribor3m in bank_marketing df,"corr ( data = bank_marketing, var1 = default , var2 = euribor3m )"
corr of default and emp.var.rate in bank_marketing df,"corr ( data = bank_marketing, var1 = default , var2 = emp.var.rate )"
corr between default with poutcome in bank_marketing data,"corr ( data = bank_marketing, var1 = default , var2 = poutcome )"
corr of default with age in bank_marketing df,"corr ( data = bank_marketing, var1 = default , var2 = age )"
scatter plot between default with job in bank_marketing dataset,"scatterplot ( data = bank_marketing, var1 = default , var2 = job )"
scatterplot of default and education in bank_marketing df,"scatterplot ( data = bank_marketing, var1 = default , var2 = education )"
correlation between default and campaign in bank_marketing df,"corr ( data = bank_marketing, var1 = default , var2 = campaign )"
load bank_marketing data  and store in variable {data}_df,load ( data = bank_marketing )
store bank_marketing df  and store in variable {data}_df,load ( data = bank_marketing )
load bank_marketing df  in d,load ( data = bank_marketing )
store bank_marketing df ,load ( data = bank_marketing )
sd of housing in bank_marketing dataset,"std ( data = bank_marketing , var1 = housing )"
average of the housing in bank_marketing,"mean ( data = bank_marketing , var1 = housing )"
cor of the housing in bank_marketing,"corr ( data = bank_marketing , var1 = housing )"
cor of housing in bank_marketing,"corr ( data = bank_marketing , var1 = housing )"
typical of the housing in bank_marketing dataset,"mean ( data = bank_marketing , var1 = housing )"
cor of housing in bank_marketing,"corr ( data = bank_marketing , var1 = housing )"
std of the housing in bank_marketing df,"std ( data = bank_marketing , var1 = housing )"
amount of housing in bank_marketing df,"summation ( data = bank_marketing , var1 = housing )"
sparsity of housing in bank_marketing,"std ( data = bank_marketing , var1 = housing )"
sum of housing in bank_marketing df,"summation ( data = bank_marketing , var1 = housing )"
mean of housing in bank_marketing data,"mean ( data = bank_marketing , var1 = housing )"
mean of the housing in bank_marketing data,"mean ( data = bank_marketing , var1 = housing )"
var of the housing in bank_marketing df,"variance ( data = bank_marketing , var1 = housing )"
distribution of the housing in bank_marketing,"histogram ( data = bank_marketing , var1 = housing )"
quantity of housing in bank_marketing data,"summation ( data = bank_marketing , var1 = housing )"
aggregate of housing in bank_marketing data,"summation ( data = bank_marketing , var1 = housing )"
highest of housing in bank_marketing df,"maximum ( data = bank_marketing , var1 = housing )"
hist of housing in bank_marketing df,"histogram ( data = bank_marketing , var1 = housing )"
smallest of the housing in bank_marketing df,"minimum ( data = bank_marketing , var1 = housing )"
sparsity of the housing in bank_marketing dataset,"std ( data = bank_marketing , var1 = housing )"
typical of the bank_marketing,mean ( data = bank_marketing )
Number of entries where housing smaller than or equal to -79.17174305233974 dataset,"less_eq ( data = bank_marketing , var1 = housing , val = -79.17174305233974 )"
How many data where housing lower than or same as -57.796417977973306 data,"less_eq ( data = bank_marketing , var1 = housing , val = -57.796417977973306 )"
Number of rows  housing greater than 98.32334618705713 data,"greater ( data = bank_marketing , var1 = housing , val = 98.32334618705713 )"
Number of info  housing equal to 28.67694644334003 ,"equal ( data = bank_marketing , var1 = housing , val = 28.67694644334003 )"
Number of data where housing larger than or same as 1.0312737066914082 data,"greater_eq ( data = bank_marketing , var1 = housing , val = 1.0312737066914082 )"
Number of info with housing greater than or same as -71.04721116516907 df,"greater_eq ( data = bank_marketing , var1 = housing , val = -71.04721116516907 )"
How many rows with housing greater than or same as 90.6684175514589 dataset,"greater_eq ( data = bank_marketing , var1 = housing , val = 90.6684175514589 )"
Number of data with housing higher than -40.29784601358284 ,"greater ( data = bank_marketing , var1 = housing , val = -40.29784601358284 )"
How many entries  housing bigger than or same as -48.556686829662944 dataset,"greater_eq ( data = bank_marketing , var1 = housing , val = -48.556686829662944 )"
How many info  housing >= 61.98381483138235 dataset,"greater_eq ( data = bank_marketing , var1 = housing , val = 61.98381483138235 )"
How many info with housing greater than 86.55587898271781 ,"greater ( data = bank_marketing , var1 = housing , val = 86.55587898271781 )"
Number of info where housing smaller than or same as 41.159889656664205 dataset,"less_eq ( data = bank_marketing , var1 = housing , val = 41.159889656664205 )"
How many info  housing greater than -62.67372159467257 data,"greater ( data = bank_marketing , var1 = housing , val = -62.67372159467257 )"
Number of rows where housing bigger than -47.46294205353527 ,"greater ( data = bank_marketing , var1 = housing , val = -47.46294205353527 )"
Number of rows where housing higher than or equal to -6.9591990040563445 ,"greater_eq ( data = bank_marketing , var1 = housing , val = -6.9591990040563445 )"
How many entries with housing smaller than or equal to -60.450708498449735 dataset,"less_eq ( data = bank_marketing , var1 = housing , val = -60.450708498449735 )"
corr between housing with age in bank_marketing dataset,"corr ( data = bank_marketing, var1 = housing , var2 = age )"
correlation between housing with day_of_week in bank_marketing data,"corr ( data = bank_marketing, var1 = housing , var2 = day_of_week )"
corr between housing with campaign in bank_marketing,"corr ( data = bank_marketing, var1 = housing , var2 = campaign )"
cor between housing and education in bank_marketing dataset,"corr ( data = bank_marketing, var1 = housing , var2 = education )"
scatterplot of housing and month in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = housing , var2 = month )"
scatterplot between housing with default in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = housing , var2 = default )"
scatterplot between housing and poutcome in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = housing , var2 = poutcome )"
correlation between housing with marital in bank_marketing,"corr ( data = bank_marketing, var1 = housing , var2 = marital )"
load bank_marketing   and store in variable data,load ( data = bank_marketing )
load bank_marketing data  and store in ,load ( data = bank_marketing )
store bank_marketing  ,load ( data = bank_marketing )
load bank_marketing df  and store in ,load ( data = bank_marketing )
distribution of loan in bank_marketing data,"histogram ( data = bank_marketing , var1 = loan )"
average of loan in bank_marketing,"mean ( data = bank_marketing , var1 = loan )"
max of the loan in bank_marketing dataset,"maximum ( data = bank_marketing , var1 = loan )"
quantity of the loan in bank_marketing dataset,"summation ( data = bank_marketing , var1 = loan )"
smallest of the loan in bank_marketing dataset,"minimum ( data = bank_marketing , var1 = loan )"
sparsity of loan in bank_marketing df,"variance ( data = bank_marketing , var1 = loan )"
min of the loan in bank_marketing df,"minimum ( data = bank_marketing , var1 = loan )"
histogram of loan in bank_marketing df,"histogram ( data = bank_marketing , var1 = loan )"
spans of the loan in bank_marketing df,"ranges ( data = bank_marketing , var1 = loan )"
maximum of the loan in bank_marketing df,"maximum ( data = bank_marketing , var1 = loan )"
range of the loan in bank_marketing data,"ranges ( data = bank_marketing , var1 = loan )"
hist of the loan in bank_marketing data,"histogram ( data = bank_marketing , var1 = loan )"
sum of the loan in bank_marketing df,"summation ( data = bank_marketing , var1 = loan )"
sparsity of the loan in bank_marketing df,"std ( data = bank_marketing , var1 = loan )"
average of the loan in bank_marketing data,"mean ( data = bank_marketing , var1 = loan )"
quantity of the loan in bank_marketing df,"summation ( data = bank_marketing , var1 = loan )"
sparsity of loan in bank_marketing data,"std ( data = bank_marketing , var1 = loan )"
max of loan in bank_marketing df,"maximum ( data = bank_marketing , var1 = loan )"
typical of loan in bank_marketing df,"mean ( data = bank_marketing , var1 = loan )"
highest of the loan in bank_marketing data,"maximum ( data = bank_marketing , var1 = loan )"
quantity of the bank_marketing,summation ( data = bank_marketing )
How many info where loan  >=  68.21054248867529 data,"greater_eq ( data = bank_marketing , var1 = loan , val = 68.21054248867529 )"
Number of info with loan smaller than or equal to -53.82723940934806 ,"less_eq ( data = bank_marketing , var1 = loan , val = -53.82723940934806 )"
How many info where loan == 21.07664674107778 data,"equal ( data = bank_marketing , var1 = loan , val = 21.07664674107778 )"
How many info  loan  <  28.565132046394382 dataset,"less ( data = bank_marketing , var1 = loan , val = 28.565132046394382 )"
Number of data  loan higher than or same as 24.26573560687075 data,"greater_eq ( data = bank_marketing , var1 = loan , val = 24.26573560687075 )"
Number of rows with loan higher than or same as -83.42395648979056 data,"greater_eq ( data = bank_marketing , var1 = loan , val = -83.42395648979056 )"
How many rows with loan  <=  28.02953081846843 dataset,"less_eq ( data = bank_marketing , var1 = loan , val = 28.02953081846843 )"
Number of data with loan greater than or same as -15.690095938904136 dataset,"greater_eq ( data = bank_marketing , var1 = loan , val = -15.690095938904136 )"
How many rows with loan lower than or equal to 87.88388140886292 dataset,"less_eq ( data = bank_marketing , var1 = loan , val = 87.88388140886292 )"
How many entries  loan less than 63.53925288225187 df,"less ( data = bank_marketing , var1 = loan , val = 63.53925288225187 )"
Number of entries where loan smaller than -76.61798310572576 ,"less ( data = bank_marketing , var1 = loan , val = -76.61798310572576 )"
Number of rows where loan less than or same as -70.27246292914073 ,"less_eq ( data = bank_marketing , var1 = loan , val = -70.27246292914073 )"
Number of info  loan equal to 3.744631502074597 ,"equal ( data = bank_marketing , var1 = loan , val = 3.744631502074597 )"
Number of rows where loan greater than -88.74383172779643 ,"greater ( data = bank_marketing , var1 = loan , val = -88.74383172779643 )"
Number of entries where loan smaller than or same as 80.82452301937326 data,"less_eq ( data = bank_marketing , var1 = loan , val = 80.82452301937326 )"
Number of rows with loan == 69.6215632821571 ,"equal ( data = bank_marketing , var1 = loan , val = 69.6215632821571 )"
scatterplot of loan and duration in bank_marketing,"scatterplot ( data = bank_marketing, var1 = loan , var2 = duration )"
correlation of loan with age in bank_marketing df,"corr ( data = bank_marketing, var1 = loan , var2 = age )"
corr between loan with marital in bank_marketing df,"corr ( data = bank_marketing, var1 = loan , var2 = marital )"
corr of loan and day_of_week in bank_marketing data,"corr ( data = bank_marketing, var1 = loan , var2 = day_of_week )"
scatter plot of loan with cons.conf.idx in bank_marketing df,"scatterplot ( data = bank_marketing, var1 = loan , var2 = cons.conf.idx )"
correlation between loan with contact in bank_marketing df,"corr ( data = bank_marketing, var1 = loan , var2 = contact )"
scatter plot of loan and housing in bank_marketing dataset,"scatterplot ( data = bank_marketing, var1 = loan , var2 = housing )"
cor of loan and age in bank_marketing dataset,"corr ( data = bank_marketing, var1 = loan , var2 = age )"
load bank_marketing df ,load ( data = bank_marketing )
store bank_marketing dataset  and store in variable {data}_data,load ( data = bank_marketing )
load bank_marketing data  and store in {data}_data,load ( data = bank_marketing )
load bank_marketing   and store in ,load ( data = bank_marketing )
minimum of the contact in bank_marketing,"minimum ( data = bank_marketing , var1 = contact )"
largest of contact in bank_marketing dataset,"maximum ( data = bank_marketing , var1 = contact )"
min of the contact in bank_marketing dataset,"minimum ( data = bank_marketing , var1 = contact )"
standard deviation of the contact in bank_marketing dataset,"std ( data = bank_marketing , var1 = contact )"
smallest of the contact in bank_marketing,"minimum ( data = bank_marketing , var1 = contact )"
var of contact in bank_marketing df,"variance ( data = bank_marketing , var1 = contact )"
largest of the contact in bank_marketing,"maximum ( data = bank_marketing , var1 = contact )"
histogram of the contact in bank_marketing,"histogram ( data = bank_marketing , var1 = contact )"
mean of the contact in bank_marketing dataset,"mean ( data = bank_marketing , var1 = contact )"
deviation of contact in bank_marketing dataset,"std ( data = bank_marketing , var1 = contact )"
std of contact in bank_marketing data,"std ( data = bank_marketing , var1 = contact )"
largest of contact in bank_marketing df,"maximum ( data = bank_marketing , var1 = contact )"
hist of the contact in bank_marketing df,"histogram ( data = bank_marketing , var1 = contact )"
hist of the contact in bank_marketing df,"histogram ( data = bank_marketing , var1 = contact )"
quantile of the contact in bank_marketing df,"quantile ( data = bank_marketing , var1 = contact )"
hist of contact in bank_marketing,"histogram ( data = bank_marketing , var1 = contact )"
largest of contact in bank_marketing dataset,"maximum ( data = bank_marketing , var1 = contact )"
quantity of the contact in bank_marketing,"summation ( data = bank_marketing , var1 = contact )"
min of the contact in bank_marketing df,"minimum ( data = bank_marketing , var1 = contact )"
quantity of contact in bank_marketing,"summation ( data = bank_marketing , var1 = contact )"
sum of bank_marketing,summation ( data = bank_marketing )
Number of data  contact bigger than or equal to -65.69558536706302 dataset,"greater_eq ( data = bank_marketing , var1 = contact , val = -65.69558536706302 )"
How many info with contact larger than or same as -60.234743306786974 ,"greater_eq ( data = bank_marketing , var1 = contact , val = -60.234743306786974 )"
Number of data  contact  <=  -21.03867876890841 df,"less_eq ( data = bank_marketing , var1 = contact , val = -21.03867876890841 )"
Number of data  contact  <  -78.12988250879111 df,"less ( data = bank_marketing , var1 = contact , val = -78.12988250879111 )"
Number of entries with contact is -92.01486447441079 dataset,"equal ( data = bank_marketing , var1 = contact , val = -92.01486447441079 )"
Number of entries where contact < 93.79821225063313 data,"less ( data = bank_marketing , var1 = contact , val = 93.79821225063313 )"
How many info where contact less than or equal to -10.85847126463409 ,"less_eq ( data = bank_marketing , var1 = contact , val = -10.85847126463409 )"
How many data  contact < -32.674147393358766 ,"less ( data = bank_marketing , var1 = contact , val = -32.674147393358766 )"
How many info  contact smaller than or equal to 88.38491238026583 data,"less_eq ( data = bank_marketing , var1 = contact , val = 88.38491238026583 )"
How many entries where contact greater than -55.93309093558925 ,"greater ( data = bank_marketing , var1 = contact , val = -55.93309093558925 )"
Number of entries  contact larger than or equal to -95.4604812809691 data,"greater_eq ( data = bank_marketing , var1 = contact , val = -95.4604812809691 )"
Number of info  contact lower than 2.088214455477825 data,"less ( data = bank_marketing , var1 = contact , val = 2.088214455477825 )"
How many data  contact bigger than 94.43525895543215 dataset,"greater ( data = bank_marketing , var1 = contact , val = 94.43525895543215 )"
How many info  contact < 62.045705176835384 dataset,"less ( data = bank_marketing , var1 = contact , val = 62.045705176835384 )"
Number of rows with contact  <  -90.48126721569278 dataset,"less ( data = bank_marketing , var1 = contact , val = -90.48126721569278 )"
How many entries with contact lower than 37.886078717622354 data,"less ( data = bank_marketing , var1 = contact , val = 37.886078717622354 )"
cor between contact with cons.conf.idx in bank_marketing dataset,"corr ( data = bank_marketing, var1 = contact , var2 = cons.conf.idx )"
correlation between contact with default in bank_marketing df,"corr ( data = bank_marketing, var1 = contact , var2 = default )"
scatter plot of contact with job in bank_marketing data,"scatterplot ( data = bank_marketing, var1 = contact , var2 = job )"
scatterplot between contact and job in bank_marketing df,"scatterplot ( data = bank_marketing, var1 = contact , var2 = job )"
cor of contact with poutcome in bank_marketing dataset,"corr ( data = bank_marketing, var1 = contact , var2 = poutcome )"
scatter plot between contact with housing in bank_marketing dataset,"scatterplot ( data = bank_marketing, var1 = contact , var2 = housing )"
scatter plot between contact with loan in bank_marketing df,"scatterplot ( data = bank_marketing, var1 = contact , var2 = loan )"
cor between contact and marital in bank_marketing df,"corr ( data = bank_marketing, var1 = contact , var2 = marital )"
