"Sex","Length","Diameter","Height","Whole.weight","Shucked.weight","Viscera.weight","Shell.weight","Rings"
"I",430,340,100,340.5,139.5,66.5,120,8
"I",435,335,100,324.5,135,78.5,98,7
"I",435,330,110,380,151.5,94.5,110,7
"I",435,330,105,335,156,55.5,105,8
"I",435,345,120,321.5,130,56,118.5,7
"I",445,330,110,358,152.5,67,118.5,8
"I",465,370,110,445,163.5,96,166,7
"I",470,375,120,487,196,99,135,8
"I",475,340,105,453.5,203,80,146.5,9
"I",485,385,130,568,250.5,178,154,7
"I",485,360,120,515.5,246.5,102.5,147,8
"I",485,370,115,457,188.5,96.5,150,9
"I",495,380,135,509.5,206.5,116.5,165,8
"I",495,380,145,500,205,148,150.5,8
"I",495,375,140,494,181,97.5,191,8
"I",500,380,110,560.5,280,106,150,9
"I",505,405,130,599,224.5,117.5,225,11
"I",505,400,145,704.5,334,142.5,207,8
"F",510,400,120,700.5,347,110.5,195,10
"I",515,415,135,712.5,285,152,245,10
"I",515,420,150,672.5,255.5,133.5,235,10
"M",515,385,110,578.5,253,160,140,8
"I",520,410,110,518.5,216.5,91.5,184,8
"I",520,415,140,637.5,308,133.5,168,9
"I",520,395,125,580.5,244.5,146,165,9
"I",520,380,115,664.5,328.5,170,142.5,7
"I",520,385,115,581,255.5,156,143,10
"I",525,415,120,596,280.5,120,169.5,9
"I",525,405,145,696.5,304.5,153.5,210,8
"I",525,400,145,609.5,248,159,175,9
"I",530,430,140,677,298,96.5,230,8
"I",530,430,160,724.5,321,127.5,240,9
"I",530,395,130,575,247,115,183,9
"I",530,405,120,632,271.5,148,187.5,9
"I",535,455,140,1001.5,530,176.5,244,9
"F",540,425,160,945.5,367.5,200.5,295,9
"I",540,395,135,655.5,270.5,155,192,9
"I",540,390,125,625.5,252.5,158,190,8
"I",545,425,140,814.5,305,231,244,10
"I",545,430,140,687,261.5,140.5,250,9
"I",550,435,140,799.5,295,190.5,238,10
"I",550,450,130,804,337.5,140.5,230,6
"M",555,435,140,749.5,341,164.5,214,8
"M",555,410,125,599,234.5,146.5,194,8
"M",555,400,130,707.5,332,158.5,180,7
"I",555,450,175,738,304,175.5,220,9
"M",555,455,135,837,382,171,235,9
"I",560,445,165,832,345.5,179,279,9
"F",565,445,125,830.5,313.5,178.5,230,11
"M",565,415,125,667,302,154.5,185,7
"M",565,455,155,935.5,421,183,260,11
"I",565,435,145,844.5,397.5,158,255,9
"M",565,450,160,895,415,195,246,9
"I",565,460,155,871.5,375.5,215,250,10
"M",570,460,155,1000.5,454,205,265,11
"M",570,455,155,832,358.5,174,277,11
"M",570,440,175,941.5,380.5,228.5,283,9
"M",570,415,130,880,427.5,195.5,238,13
"F",570,440,120,803,382,152.5,234,9
"M",575,450,130,785,318,193,226.5,9
"M",575,450,155,976.5,495,214.5,235,9
"M",575,435,135,992,432,222.5,239,10
"M",575,455,155,1013,468.5,208.5,295,11
"M",575,445,145,876,379.5,161.5,270,10
"F",575,465,175,1099,473.5,202,350,9
"I",575,450,135,871.5,450,162,225,10
"I",575,450,135,824.5,337.5,211.5,239,11
"F",575,430,155,795.5,348.5,192.5,220,9
"M",575,475,145,857,366.5,173,269,9
"F",580,450,195,826.5,403.5,173,225,9
"F",580,500,165,925,370,185,300.5,10
"M",580,440,150,1046.5,518,218.5,279.5,10
"I",580,440,145,790.5,352.5,164.5,242,10
"M",580,440,160,829.5,336.5,200.5,248.5,9
"M",595,455,150,886,431.5,201,223,10
"F",600,470,135,970,465.5,195.5,264,11
"M",600,460,170,1180.5,456,337,329,11
"M",600,475,150,990,386,219.5,310.5,10
"F",600,465,160,1133,466,288.5,298,11
"I",605,490,165,1071,482,193.5,352,10
"F",605,455,145,862,334,198.5,300,9
"M",605,470,180,1115.5,479,256.5,321,10
"M",610,480,140,1031,437.5,261.5,270,8
"F",610,460,145,1118.5,478,294.5,298.5,10
"F",610,460,155,957,425.5,197.5,265,8
"F",610,470,165,1178.5,566,278.5,294,11
"M",615,470,145,1028.5,443.5,282.5,285,11
"M",615,470,150,1087.5,497.5,283,268.5,9
"F",615,495,160,1255,581.5,319.5,322.5,12
"M",615,495,200,1219,564,227,388.5,10
"M",620,490,160,1035,440,252.5,285,11
"M",620,490,150,1195,460.5,302,355,9
"F",620,495,170,1062,372,213,340,11
"M",620,495,195,1514.5,579,346,519.5,15
"M",620,470,150,1309,587,440.5,325,9
"M",620,485,155,1029.5,425,231.5,335,12
"M",625,495,155,1048.5,487,212,321.5,11
"M",625,515,170,1331,572.5,300.5,361,9
"M",625,505,185,1156.5,520,240.5,353.5,10
"F",625,445,160,1090,460,296.5,304,11
"F",625,520,180,1354,484.5,351,375,11
"F",625,470,145,984,475,200,265,11
"M",630,490,155,1252.5,630,246,289,9
"F",635,485,165,1269.5,563.5,306.5,339.5,11
"F",635,520,165,1340.5,506.5,296,412,11
"F",635,505,155,1289.5,594,314,345,11
"M",635,525,160,1195,543.5,246,335,12
"M",635,500,165,1273,653.5,213,365,12
"M",635,515,165,1229,505.5,297.5,353.5,10
"M",640,530,165,1189.5,476.5,300,350,11
"F",640,480,145,1114.5,508,240,340,10
"F",640,515,165,1311.5,494.5,255.5,410,10
"I",640,490,135,1100,488,250.5,292.5,10
"M",640,490,155,1128.5,477,269,340,9
"F",640,485,185,1419.5,673.5,346.5,325.5,11
"F",645,510,180,1619.5,781.5,322,467.5,12
"M",645,490,175,1320,652.5,237.5,338.5,11
"F",645,520,210,1553.5,616,365.5,474,16
"I",650,520,150,1238,549.5,296,330.5,10
"F",650,510,155,1189,483,278,364.5,13
"F",650,510,185,1375,531,384,398.5,10
"F",655,515,180,1412,619.5,248.5,497,11
"F",655,525,175,1348,585.5,260.5,394,10
"M",655,520,170,1144.5,530,223,348,9
"F",660,535,205,1441.5,592.5,277.5,490,10
"M",660,510,175,1218,505.5,303,370,11
"F",665,500,150,1247.5,462.5,295.5,359.5,10
"M",665,515,200,1269.5,511.5,267.5,436,12
"M",665,525,180,1429,671.5,290,400,12
"F",670,530,205,1401.5,643,246.5,416,12
"M",675,515,150,1312,556,284.5,411.5,11
"F",675,510,185,1473,629.5,302.5,424.5,11
"M",680,540,190,1623,716.5,354,471.5,12
"M",680,540,155,1534,671,379,384,10
"M",685,535,155,1384.5,661.5,214.5,407.5,10
"M",690,550,180,1691.5,665.5,402,500,11
"M",695,545,185,1571.5,664.5,383.5,450.5,13
"F",700,575,205,1773,605,447,538,13
"M",700,550,175,1440.5,656.5,298.5,375,12
"M",700,550,195,1624.5,675,347,535,13
"F",705,535,220,1866,929,383.5,439.5,10
"F",720,575,180,1670.5,732,360.5,501,12
"M",720,565,190,2081,1081.5,430.5,503,11
"F",725,570,205,1619.5,744,315,488,11
"F",750,550,195,1832.5,830,366,440,11
"M",760,605,215,2173,801,491.5,646,13
"I",135,130,40,29,12.5,6.5,8,4
"I",160,110,25,19.5,7.5,5,6,4
"I",210,150,55,46.5,17,12,15,5
"I",280,210,75,119.5,53,26.5,30,6
"I",280,200,65,89.5,36,18.5,30,7
"I",285,215,60,93.5,31,23,30,6
"I",290,210,70,111.5,48,20.5,30,5
"I",290,210,60,119.5,56,23.5,30,6
"I",290,210,65,97,37.5,22,30,6
"I",320,240,70,133,58.5,25.5,41,6
"I",325,250,70,174.5,87.5,35.5,40,7
"I",335,250,80,169.5,69.5,44,49.5,6
"I",350,235,80,170,72.5,46.5,49.5,7
"I",350,250,70,160.5,71.5,33.5,46,6
"I",355,270,105,271,142.5,52.5,73.5,9
"I",360,270,85,218.5,106.5,38,62,6
"I",360,270,85,196,90.5,34,53,7
"I",375,280,80,226,105,47,65,6
"I",375,275,85,220,109,50,60.5,7
"I",395,290,95,300,158,68,78,7
"I",405,250,90,287.5,128,63,80.5,7
"I",415,325,110,316,138.5,79.5,92.5,8
"I",425,315,95,367.5,186.5,67.5,98.5,7
"I",430,320,110,367.5,167.5,102,105,8
"I",435,325,120,346,159,84,95,7
"M",450,330,105,495.5,257.5,82,129,8
"I",460,350,110,467.5,212.5,99,137.5,7
"M",470,365,135,522,239.5,152.5,145,10
"I",470,375,105,441,167,86.5,145,10
"I",475,365,120,518.5,268,109.5,136.5,8
"M",505,390,120,653,331.5,138.5,167,9
"M",505,395,135,591.5,288,131.5,185,12
"M",505,385,115,482.5,210,103.5,153.5,10
"I",510,455,135,685.5,287.5,154,203.5,9
"M",515,400,140,633.5,288,145,168,9
"M",525,410,130,687.5,343.5,149.5,176.5,9
"F",530,430,150,741,325,185.5,196,9
"F",530,405,130,635.5,263.5,156.5,185,9
"M",545,440,140,839.5,356,190.5,238.5,11
"F",550,470,150,920.5,381,243.5,267.5,10
"F",560,410,160,821.5,342,184,253,9
"M",565,445,145,925.5,434.5,212,247.5,9
"F",570,435,150,829.5,387.5,156,245,10
"M",580,460,160,1063,513,270.5,262.5,9
"M",590,465,165,1115,516.5,273,275,10
"F",600,450,140,837,370,177,242.5,10
"M",605,445,140,982,429.5,208.5,295,12
"M",610,490,160,1112,465,228,341,10
"F",625,515,180,1348.5,525.5,252,392.5,14
"M",660,515,195,1565.5,734.5,353,386,9
"I",255,190,60,86,40,18.5,25,5
"I",270,195,65,106.5,47.5,22.5,28.5,5
"I",280,215,80,132,72,22,33,5
"I",285,215,70,107.5,51,22.5,27,6
"I",320,255,85,174.5,72,33,57,8
"I",325,240,70,152,56.5,30.5,54,8
"I",385,280,100,275.5,130.5,61,72.5,8
"I",395,295,100,293,140,62,82,7
"F",400,305,160,368,173,70.5,105,7
"I",405,310,90,312,138,60,87,8
"I",415,305,120,336,165,76,80.5,7
"I",420,315,115,355,189.5,65,87,6
"I",440,305,115,379,162,91,110,9
"I",445,320,120,378,152,82.5,120,8
"M",450,350,130,465.5,207.5,104.5,135,8
"M",460,345,120,493.5,243.5,117.5,132,8
"M",460,345,110,459.5,235,88.5,116,7
"M",465,360,110,495.5,266.5,85,121,7
"I",465,355,90,432.5,200.5,74,127.5,9
"F",475,380,140,689,316.5,131.5,195.5,7
"I",480,350,135,546.5,273.5,99.5,158,8
"M",485,390,135,617,250,134.5,163.5,8
"I",490,370,110,538,271,103.5,139,8
"M",500,390,135,781.5,361,157.5,238.5,9
"F",500,380,140,635.5,277,143,178.5,8
"M",505,385,130,643.5,313.5,149,151.5,7
"M",525,385,100,511.5,246,100.5,145.5,8
"M",535,420,125,738,355,189.5,179.5,8
"F",535,420,130,699,312.5,156.5,203.5,8
"F",540,385,140,765.5,326.5,116,236.5,10
"F",540,420,130,750.5,368,167.5,184.5,9
"F",545,430,160,844,394.5,185.5,231,9
"M",550,410,130,870.5,445.5,211.5,213,9
"I",550,420,115,668,292.5,137,209,11
"F",565,440,135,830,393,173.5,238,9
"M",580,450,120,868.5,418,147.5,260.5,8
"F",580,435,150,839,348.5,207,192,7
"F",585,485,150,1079,414.5,211.5,356,11
"M",595,465,150,919,433.5,176.5,262,9
"F",600,470,190,1134.5,492,259.5,337.5,10
"F",610,430,140,909,438,200,220,8
"M",610,480,165,1243.5,557.5,267.5,372,8
"F",620,490,160,1056,493,244,272.5,9
"M",645,495,150,1209.5,603,222.5,339,9
"M",650,500,140,1238,616.5,235.5,320,8
"F",665,525,210,1644,818,339.5,427.5,10
"M",685,550,200,1772.5,813,387,490,11
"F",690,540,195,1252.5,730,397.5,462,12
"F",705,570,185,1761,747,372.5,488,10
"F",710,500,150,1316.5,683.5,281.5,280,10
"M",720,585,220,1914,915.5,448,479,11
"F",720,575,215,2100,856.5,482.5,602,12
"F",730,555,180,1689.5,655.5,196.5,493.5,10
"M",775,570,220,2032,735,475.5,658.5,17
"F",505,390,115,660,304.5,155.5,175,8
"M",530,425,130,745.5,299.5,135.5,245,10
"F",505,385,115,616,243,107.5,210,11
"I",405,305,90,282.5,114,57.5,95,7
"M",415,300,100,335.5,154.5,68.5,95,7
"M",500,390,145,651,273,132,220,11
"M",425,330,80,361,134,82.5,125,7
"M",470,350,100,477.5,188.5,88.5,175,8
"F",400,310,115,346.5,147.5,69.5,115,10
"I",370,290,100,250,102.5,50.5,85,10
"M",500,380,155,660,265.5,136.5,215,19
"I",410,310,110,315,124,82,95,9
"M",375,290,100,276,117.5,56.5,85,9
"F",490,385,125,539.5,217.5,128,165,11
"M",585,480,185,1040,434,265,285,10
"M",595,455,155,1041,416,210.5,365,14
"F",675,550,180,1688.5,562,370.5,600,15
"M",665,535,225,2183.5,753.5,391,885,27
"M",620,490,170,1210.5,518.5,255.5,335,13
"I",325,250,55,166,76,51,45,5
"I",455,355,80,452,216.5,99.5,125,9
"M",525,405,130,718.5,326.5,197.5,175,8
"I",385,290,90,232,85.5,49.5,80,7
"I",130,95,35,10.5,5,6.5,3.5,4
"I",180,130,45,27.5,12.5,10,9,3
"I",310,225,50,144.5,67.5,38.5,45,6
"F",375,290,80,282,140.5,72.5,80,7
"F",480,380,120,608,270.5,140.5,185,8
"I",455,370,125,433,201,126.5,145,9
"M",425,325,100,329.5,136.5,72.5,110,7
"I",475,360,110,455.5,177,96.5,145,9
"F",435,350,120,458.5,192,100,130,11
"F",290,210,75,275,113,67.5,35,6
"M",385,295,95,335,147,94,90,7
"M",470,375,115,426.5,168.5,75.5,150,8
"F",500,400,125,576.5,239.5,126,185,10
"I",400,310,100,127,106,71,85,7
"M",620,510,175,1150.5,437.5,226.5,400,12
"M",595,470,150,891.5,359,210.5,245,12
"M",585,455,140,970,462,185,295,9
"M",320,240,80,180,80,38.5,55,6
"F",520,410,125,698.5,294.5,162.5,215,10
"M",440,350,110,458.5,200,88.5,130,9
"F",440,330,115,400.5,143,113,120,8
"M",565,425,100,714.5,305.5,166,180,12
"F",560,425,125,932,361,213,335,9
"F",590,455,175,966,391,245.5,310,10
"F",570,465,180,999.5,405,277,295,16
"M",680,530,205,1496,582.5,337,465,14
"F",450,360,125,506.5,222,105,160,10
"I",320,240,75,173.5,76,35.5,50,7
"I",460,350,110,394.5,168.5,86.5,125,9
"M",470,370,105,466.5,202.5,101.5,155,10
"M",455,350,105,401,157.5,83,135,9
"F",415,325,115,345.5,140.5,76.5,110,9
"M",465,350,120,520.5,201.5,162.5,185,11
"M",460,375,135,493.5,186,84.5,170,12
"M",415,310,90,324.5,130.5,73.5,115,8
"M",270,195,70,106,46.5,18,36,7
"M",445,355,110,441.5,180.5,103.5,150.5,10
"F",745,585,190,1966,843.5,437,585.5,18
"F",400,300,115,302.5,133.5,46.5,93.5,8
"I",280,200,75,122.5,54.5,11.5,35,5
"M",550,440,135,879,368,209.5,265,10
"M",580,460,165,1227.5,473,196.5,435,16
"M",610,500,165,1271.5,491.5,185,490,12
"M",620,495,175,1806,643,328.5,725,17
"M",560,420,195,808.5,302.5,179.5,285,14
"F",640,510,200,1390.5,610,331.5,410,12
"M",690,550,200,1846.5,732,472,570,19
"F",715,565,240,2199.5,724.5,465,885,17
"F",710,565,195,1817,785,492,490,11
"F",550,470,150,897,377,184,290,9
"M",375,305,90,324.5,139.5,56.5,95,5
"F",610,450,160,1136,414,311,300,9
"I",380,280,85,273.5,115,61,85,6
"F",370,275,85,240.5,104,53.5,70,5
"M",335,235,85,154.5,66,34.5,45,6
"I",165,115,15,14.5,5.5,3,5,4
"M",285,210,75,118.5,55,28.5,40,7
"I",190,130,30,29.5,15.5,15,10,6
"I",215,150,30,38.5,11.5,5,10,5
"M",595,465,125,799,324.5,200,230,10
"F",645,500,170,1184.5,480.5,274,355,13
"M",575,450,185,925,342,197,350,12
"F",570,450,170,1098,414,187,405,20
"F",580,450,235,1071,300,206,395,14
"F",595,480,200,975,358,203.5,340,15
"F",595,470,250,1283,462,247.5,445,14
"F",625,420,165,1059.5,358,165,445,21
"M",535,420,165,919.5,335.5,198.5,260,16
"M",550,430,160,929.5,317,173.5,355,13
"M",495,400,155,808.5,234.5,115.5,350,6
"I",320,235,80,148.5,64,31,45,6
"M",445,340,120,447.5,193,103.5,130,9
"F",520,400,125,686.5,295,171.5,185,9
"M",495,385,135,633.5,200,122.5,260,14
"M",470,370,135,547,222,132.5,170,12
"F",490,370,140,585,243,115,195,10
"M",580,470,165,927,321.5,198.5,315,11
"M",645,495,185,1493.5,526.5,278.5,455,15
"F",575,485,165,1040.5,419,264,300,14
"I",215,170,55,60.5,20.5,14,20,6
"I",430,325,110,367.5,135.5,93.5,120,13
"I",260,215,80,99,37,25.5,45,5
"I",370,280,90,233,90.5,54.5,70,11
"I",405,305,105,362.5,156.5,70.5,125,10
"I",270,190,80,81,26.5,19.5,30,6
"F",680,550,200,1596,525,407.5,585,21
"F",650,515,195,1400.5,519.5,360,440,13
"F",645,490,215,1406,426.5,228.5,510,25
"M",570,405,160,924.5,344.5,218.5,295,19
"M",615,480,190,1360,530.5,237.5,470,18
"M",420,345,105,430,175,96,130,7
"I",275,220,80,136.5,56.5,28.5,42,6
"F",290,225,75,140,51.5,23.5,40,5
"M",420,340,115,421.5,175,93,135,8
"F",625,525,215,1576.5,511.5,259.5,665,16
"F",550,465,180,1212.5,324.5,205,525,27
"M",660,505,200,1630.5,486.5,297,610,18
"M",565,470,195,1142,387,258,350,17
"F",595,495,235,1366,506.5,219,520,13
"M",630,510,230,1539,563.5,281.5,570,17
"F",430,325,120,445,165,99.5,155,8
"F",455,350,140,572.5,196.5,132.5,175,10
"I",330,260,80,190,76.5,38.5,65,7
"F",515,415,130,764,276,196,250,13
"M",495,390,150,853,328.5,189,270,14
"F",485,375,145,588.5,238.5,115.5,190,13
"F",535,460,145,787.5,339.5,200.5,200,8
"M",580,465,175,1035,401,186.5,385,17
"F",625,525,195,1352,450.5,244.5,530,13
"F",555,455,180,958,296,195,390,14
"F",550,425,145,797,297,150,265,9
"M",590,475,155,857,356,174,280,13
"I",355,280,110,223.5,81.5,52.5,80,7
"I",275,200,75,86,30.5,19,30,7
"F",505,390,175,692,267,150,215,12
"M",370,280,95,222.5,80.5,51,75,7
"M",555,430,165,757.5,273.5,163.5,275,13
"F",505,400,165,729,267.5,155,250,9
"F",560,445,180,903,357.5,204.5,295,9
"M",595,475,170,1096.5,419,229,350,17
"F",570,450,165,903,330.5,184.5,295,14
"M",600,480,175,1229,412.5,273.5,415,13
"F",560,435,185,1106,422,243.5,330,15
"M",585,465,190,1171,390.5,235.5,400,17
"I",460,335,110,444,225,74.5,110,8
"F",460,360,115,475.5,210.5,105,160,8
"M",415,315,125,388,68,90,125,12
"F",435,320,120,378.5,152,91.5,125,11
"F",475,380,135,486,173.5,70,185,7
"M",465,360,130,526.5,210.5,118.5,165,10
"I",355,280,100,227.5,93.5,45.5,85,11
"M",460,375,140,510.5,192,104.5,205,9
"F",380,325,110,310.5,120,74,105,10
"F",470,365,120,543,229.5,149.5,150,9
"M",360,270,90,222.5,83,53,75,6
"F",585,455,165,998,345,249.5,315,12
"M",655,590,200,1545.5,654,376.5,415,11
"M",600,485,175,1267.5,499.5,281.5,380,13
"F",570,460,170,1100,412.5,220.5,380,14
"F",645,500,200,1428.5,639,305,360,11
"M",650,495,180,1793,800.5,339,530,14
"M",510,395,145,618.5,216,138.5,240,12
"M",520,380,135,582.5,250.5,156.5,175,8
"M",495,415,165,748.5,264,134,285,13
"M",430,335,115,406,166,93.5,135,8
"F",590,465,160,1100.5,506,252.5,295,13
"M",550,460,175,869,315.5,182.5,320,10
"M",585,430,160,955,362.5,176,270,11
"F",580,455,160,921.5,312,196,300,17
"F",620,510,150,1456,581,287.5,320,13
"I",590,450,160,893,274.5,218.5,345,14
"F",720,575,215,2226,895.5,405,620,13
"F",635,510,175,1212.5,573.5,261,360,14
"F",610,480,175,1067.5,391,216,420,15
"F",545,445,175,852.5,346.5,189,295,13
"M",570,450,160,861.5,372.5,217.5,255,12
"F",600,475,180,1162,511,267.5,320,18
"F",520,410,170,870.5,373.5,219,250,14
"M",635,510,210,1598,653.5,283.5,580,15
"F",670,520,150,1406,519,348,370,13
"M",695,570,200,2033,751,425.5,685,15
"M",655,525,185,1259,487,221.5,445,20
"F",620,480,230,1093.5,403,245,355,14
"F",600,475,180,1180.5,434.5,247.5,425,19
"M",510,405,130,717.5,372.5,158,170,9
"M",525,405,135,757.5,330.5,216,195,10
"M",440,375,130,487,226,96.5,155,9
"I",485,415,140,570.5,250,134,185,8
"F",495,385,130,690.5,312.5,179,175,10
"I",435,345,120,447.5,221,112,125,7
"I",405,315,105,347,160.5,78.5,100,9
"I",420,330,100,352,163.5,89,100,9
"F",500,395,150,714.5,323.5,173,195,9
"F",385,305,105,331.5,136.5,74.5,100,7
"I",330,265,90,180,68,36,60,6
"F",580,475,155,974,430.5,230,285,10
"I",325,270,100,185,80,43.5,65,6
"M",475,375,120,563,252.5,120.5,185,10
"F",380,300,90,321.5,154.5,75,95,9
"I",340,260,90,179,76,52.5,55,6
"M",525,425,120,702,333.5,146.5,220,12
"F",520,415,145,804.5,332.5,172.5,285,10
"F",535,450,135,807.5,322,181,250,13
"M",475,360,120,578,282.5,120,170,8
"I",415,325,100,385,167,80,125,7
"I",495,385,125,585,275.5,123.5,165,8
"F",480,405,130,637.5,277,144.5,210,10
"F",520,425,150,813,385,201.5,230,10
"M",460,375,130,573.5,250.5,119,195,9
"F",580,455,120,940,399,257,265,11
"M",590,490,135,1008,422,224.5,285,11
"F",550,415,135,775,302,179,260,23
"F",650,500,165,1144.5,485,218,365,12
"F",465,375,135,600,222.5,129,230,16
"M",455,355,130,515,200,127.5,175,11
"M",470,375,130,579.5,214.5,164,195,13
"F",435,350,110,384,143,100.5,125,13
"M",350,265,110,296.5,136.5,63,85,7
"I",315,240,70,137,54.5,31.5,40,8
"M",595,470,145,991,403.5,150.5,340,16
"F",580,475,135,925,391,165,275,14
"M",575,435,150,805,293,162.5,270,17
"M",535,435,155,891.5,341.5,177,250,13
"M",515,420,140,769,250.5,154,290,13
"F",505,385,135,618.5,251,117.5,200,12
"F",505,395,145,651.5,269.5,153,205,15
"I",400,310,100,287.5,114.5,63.5,95,10
"M",490,395,135,554.5,213,92.5,215,14
"M",530,435,135,736.5,327.5,131.5,220,12
"I",395,325,105,306,111,73.5,95,8
"F",665,535,190,1496,577.5,281.5,475,17
"F",415,305,105,360.5,120,82,100,10
"M",430,345,115,304.5,92.5,55,120,11
"M",475,395,135,592,246.5,164.5,200,13
"F",525,425,145,799.5,334.5,209,240,15
"I",480,390,145,582.5,231.5,121,255,15
"I",420,345,115,343.5,151.5,79.5,115,9
"M",590,460,155,906,327,148.5,335,15
"F",515,420,135,629.5,281.5,127,215,9
"M",695,550,220,1551.5,566,383.5,445,13
"F",800,630,195,2526,933,590,620,23
"M",610,490,150,1103,425,202.5,360,23
"F",565,480,175,957,388.5,215,275,18
"M",560,455,165,860,401.5,169.5,245,11
"M",655,485,195,1620,627.5,358,485,17
"M",640,520,200,1407,566,304,455,17
"F",590,470,170,900,355,190.5,250,11
"I",310,240,90,145.5,60.5,31.5,45,7
"I",255,185,70,75,28,18,25,6
"I",170,125,55,23.5,9,5.5,8,6
"M",670,550,170,1247,472,245.5,400,21
"F",710,565,195,1726.5,638,336.5,565,17
"F",560,430,125,802.5,313,171.5,263,13
"M",505,400,130,764,303.5,189,217.5,11
"M",525,430,165,864.5,376,194.5,251.5,16
"F",450,360,105,471.5,203.5,93.5,149,9
"F",515,435,170,631,276.5,111,216,12
"M",590,475,160,945.5,381.5,184,270,19
"M",700,530,190,1318.5,548,233,420,18
"F",720,560,175,1726.5,637,341.5,525,17
"M",635,495,150,1081,482.5,242,310,11
"M",555,440,135,902.5,380.5,210.5,280,13
"M",575,470,150,1141.5,451.5,204,400,13
"M",585,455,125,1027,391,212,250,17
"F",610,485,210,1344.5,535,220.5,515,20
"F",645,525,200,1449,601,256.5,505,13
"F",545,440,175,774.5,298.5,187.5,265,11
"M",550,450,155,789.5,343,159,250,12
"F",660,525,205,1366.5,500.5,291,410,18
"M",570,475,195,1029.5,463.5,190.5,305,18
"F",600,470,200,1031,392,203.5,290,15
"F",630,505,165,1065,459.5,216,315,12
"M",695,570,230,1885,866.5,435,500,19
"M",650,545,160,1242.5,487,296,480,15
"F",720,595,225,1969,804.5,423,660,16
"I",560,440,170,944.5,354.5,217.5,300,12
"I",420,325,115,354,162.5,64,105,8
"M",180,125,50,23,8.5,5.5,10,3
"F",405,325,110,357.5,145,72.5,110,12
"F",500,405,150,596.5,253,126,185,12
"I",435,335,110,383,155.5,67.5,135,12
"M",340,275,90,206.5,72.5,43,70,10
"F",430,340,110,382,154,95.5,109,8
"I",535,410,155,631.5,274.5,141.5,181.5,12
"I",415,325,115,328.5,140.5,51,106,12
"F",360,265,90,216.5,96,37,73.5,10
"M",175,135,40,30.5,11,7.5,10,5
"M",155,115,25,24,9,5,7.5,5
"I",525,430,150,736.5,322.5,161,215,11
"F",525,390,135,600.5,226.5,131,210,16
"F",440,345,105,428.5,165,83,132,11
"F",450,345,115,496,190.5,117,140,12
"F",485,365,140,619.5,259.5,144.5,177,14
"I",470,350,135,567,231.5,146.5,152.5,11
"I",515,375,140,650.5,249.5,141,221.5,10
"M",420,340,125,449.5,165,112.5,144,11
"F",455,350,125,448.5,158.5,102,133.5,16
"M",370,290,90,241,110,45,69,10
"M",330,250,90,197,85,41,60.5,10
"I",300,220,90,142.5,57,33.5,43,7
"I",625,460,160,1239.5,550,273,380,14
"I",610,475,170,1038.5,443.5,241,320,14
"I",625,465,155,972,404,184.5,350,14
"I",635,505,190,1331.5,580.5,252,435,17
"I",500,385,155,762,379.5,161,190,14
"F",530,430,170,775,350,152,235,17
"I",445,330,100,437,163,75.5,170,13
"F",585,415,155,698.5,300,146,195,12
"I",440,355,165,435,159,105,140,16
"M",290,225,80,129.5,53.5,26,45,10
"I",555,455,170,843.5,309,190.5,300,15
"I",655,515,145,1250,526.5,283,315,15
"F",580,460,185,1017,351.5,200,320,10
"I",625,430,175,1411,572,297,395,12
"I",620,485,170,1208,480.5,304.5,330,15
"F",640,500,150,1070.5,371,270.5,360,8
"F",505,375,115,589.5,263.5,120,167,10
"I",500,395,120,537,216.5,108.5,178.5,9
"M",310,245,95,150,52.5,34,48,7
"F",505,380,145,651,293.5,190,170,12
"I",420,305,110,280,94,78.5,95.5,9
"M",400,315,105,287,113.5,37,113,10
"M",425,315,125,352.5,113.5,56.5,130,18
"M",310,235,60,120,41.5,33,40,11
"F",465,350,130,494,194.5,103,155,18
"F",465,360,120,476.5,192,112.5,160,10
"M",350,255,85,214.5,100,46.5,60,13
"I",520,415,160,595,210.5,142,260,15
"F",475,365,130,480.5,190.5,114,147.5,12
"F",410,315,110,321,125.5,65.5,95,10
"M",260,200,65,96,44,27,30,6
"I",575,450,170,931.5,358,214.5,260,13
"I",565,435,155,782,271.5,168,285,14
"M",260,190,75,94.5,44.5,20,30,6
"F",530,385,125,669.5,289,151,180,10
"M",340,255,95,213,81,34,70,9
"I",520,380,140,525,177.5,115,185,11
"F",635,500,180,1312,529,248.5,485,18
"F",610,485,165,1087,425.5,232,380,11
"F",660,515,180,1523,540,336.5,555,16
"I",635,500,180,1319,548.5,292,490,16
"F",465,380,135,579,208,109.5,220,14
"M",515,400,160,817.5,251.5,156,300,23
"I",335,240,95,170,62,39,55,9
"F",515,400,170,796,258,175.5,280,16
"F",345,255,100,197,71,51,60,9
"M",465,355,125,525.5,202.5,135,145,13
"M",540,415,170,879,339,208,255,10
"M",475,355,125,462.5,186,107,145,9
"F",445,335,140,456.5,178.5,114,140,11
"M",500,355,140,528,212.5,149,140,9
"M",500,380,135,583.5,229.5,126.5,180,12
"F",550,435,170,884,287.5,164.5,280,14
"I",275,205,80,96,36,18.5,30,6
"F",350,265,90,185.5,74.5,41.5,60,7
"F",370,285,105,270,112.5,58.5,83.5,9
"F",420,330,125,463,186,110,145,10
"M",350,260,90,198,72.5,56,60,10
"M",395,305,105,282,97.5,65,96,9
"I",325,200,80,99.5,39.5,22.5,32,8
